Station Name,RoadSurfaceTemperature,AirTemperature
SpokaneSwingBridge,82.4,71.41
RooseveltWay_NE80thSt,79.21,79.21
RooseveltWay_NE80thSt,79.19,79.19
RooseveltWay_NE80thSt,79.17,79.17
RooseveltWay_NE80thSt,79.16,79.16
RooseveltWay_NE80thSt,79.15,79.15
RooseveltWay_NE80thSt,79.13,79.13
RooseveltWay_NE80thSt,79.1,79.1
RooseveltWay_NE80thSt,79.08,79.08
RooseveltWay_NE80thSt,79.05,79.05
RooseveltWay_NE80thSt,79.04,79.04
RooseveltWay_NE80thSt,79.01,79.01
RooseveltWay_NE80thSt,78.98,78.98
RooseveltWay_NE80thSt,78.97,78.97
RooseveltWay_NE80thSt,78.94,78.94
RooseveltWay_NE80thSt,78.93,78.93
MagnoliaBridge,80.6,71.73
MagnoliaBridge,80.6,71.67
MagnoliaBridge,80.6,71.63
MagnoliaBridge,80.5,71.57
MagnoliaBridge,80.5,71.54
MagnoliaBridge,80.5,71.51
MagnoliaBridge,80.4,71.45
MagnoliaBridge,80.4,71.41
MagnoliaBridge,80.4,71.35
MagnoliaBridge,80.3,71.28
MagnoliaBridge,80.3,71.22
MagnoliaBridge,80.3,71.18
MagnoliaBridge,80.2,71.14
MagnoliaBridge,80.2,71.11
MagnoliaBridge,80.2,71.05
RooseveltWay_NE80thSt,76.7,76.7
RooseveltWay_NE80thSt,76.68,76.68
RooseveltWay_NE80thSt,76.65,76.65
RooseveltWay_NE80thSt,76.65,76.65
RooseveltWay_NE80thSt,76.64,76.64
RooseveltWay_NE80thSt,76.6,76.6
RooseveltWay_NE80thSt,76.59,76.59
RooseveltWay_NE80thSt,76.57,76.57
RooseveltWay_NE80thSt,76.55,76.55
RooseveltWay_NE80thSt,76.54,76.54
RooseveltWay_NE80thSt,76.51,76.51
RooseveltWay_NE80thSt,76.49,76.49
RooseveltWay_NE80thSt,76.47,76.47
RooseveltWay_NE80thSt,76.44,76.44
RooseveltWay_NE80thSt,76.43,76.43
MagnoliaBridge,77.09,67.29
MagnoliaBridge,77.07,67.24
MagnoliaBridge,77.04,67.15
MagnoliaBridge,77.02,67.05
MagnoliaBridge,76.98,66.94
MagnoliaBridge,76.94,66.81
MagnoliaBridge,76.91,66.68
MagnoliaBridge,76.86,66.55
MagnoliaBridge,76.82,66.46
MagnoliaBridge,76.8,66.39
MagnoliaBridge,76.76,66.33
MagnoliaBridge,76.72,66.29
MagnoliaBridge,76.7,66.26
MagnoliaBridge,76.67,66.22
MagnoliaBridge,76.64,66.2
SpokaneSwingBridge,78.06,67.96
SpokaneSwingBridge,78.04,67.93
SpokaneSwingBridge,78,67.87
SpokaneSwingBridge,77.97,67.74
SpokaneSwingBridge,77.93,67.63
SpokaneSwingBridge,77.89,67.51
SpokaneSwingBridge,77.86,67.41
SpokaneSwingBridge,77.82,67.33
SpokaneSwingBridge,77.79,67.22
SpokaneSwingBridge,77.76,67.23
SpokaneSwingBridge,77.72,67.21
SpokaneSwingBridge,77.69,67.18
SpokaneSwingBridge,77.65,67.24
SpokaneSwingBridge,77.61,67.34
SpokaneSwingBridge,77.59,67.41
SpokaneSwingBridge,92.6,76.14
SpokaneSwingBridge,92.7,76.34
SpokaneSwingBridge,92.7,76.3
SpokaneSwingBridge,92.8,76.37
SpokaneSwingBridge,92.9,76.65
SpokaneSwingBridge,93,76.55
SpokaneSwingBridge,93,76.61
SpokaneSwingBridge,93.1,76.58
SpokaneSwingBridge,93.2,76.58
SpokaneSwingBridge,93.3,76.49
SpokaneSwingBridge,93.4,76.29
SpokaneSwingBridge,93.5,76.2
SpokaneSwingBridge,93.6,76.31
SpokaneSwingBridge,93.6,76.22
SpokaneSwingBridge,93.7,76.25
MagnoliaBridge,99.7,84.8
RooseveltWay_NE80thSt,78.82,78.82
RooseveltWay_NE80thSt,78.82,78.82
RooseveltWay_NE80thSt,78.78,78.78
RooseveltWay_NE80thSt,78.78,78.78
RooseveltWay_NE80thSt,78.75,78.75
RooseveltWay_NE80thSt,78.75,78.75
RooseveltWay_NE80thSt,78.74,78.74
RooseveltWay_NE80thSt,78.72,78.72
RooseveltWay_NE80thSt,78.72,78.72
RooseveltWay_NE80thSt,78.71,78.71
RooseveltWay_NE80thSt,78.68,78.68
RooseveltWay_NE80thSt,78.66,78.66
RooseveltWay_NE80thSt,78.65,78.65
RooseveltWay_NE80thSt,78.63,78.63
RooseveltWay_NE80thSt,78.62,78.62
SpokaneSwingBridge,81.3,71.24
SpokaneSwingBridge,81.3,71.25
SpokaneSwingBridge,81.2,71.27
SpokaneSwingBridge,81.2,71.3
SpokaneSwingBridge,81.2,71.3
SpokaneSwingBridge,81.2,71.3
SpokaneSwingBridge,81.1,71.28
SpokaneSwingBridge,81.1,71.26
SpokaneSwingBridge,81.1,71.24
SpokaneSwingBridge,81,71.23
SpokaneSwingBridge,81,71.25
SpokaneSwingBridge,81,71.25
SpokaneSwingBridge,80.9,71.29
SpokaneSwingBridge,80.9,71.3
SpokaneSwingBridge,80.9,71.29
HarborAveUpperNorthBridge,81.3,71.24
HarborAveUpperNorthBridge,81.3,71.25
HarborAveUpperNorthBridge,81.2,71.27
HarborAveUpperNorthBridge,81.2,71.3
HarborAveUpperNorthBridge,81.2,71.3
HarborAveUpperNorthBridge,81.2,71.3
HarborAveUpperNorthBridge,81.1,71.28
HarborAveUpperNorthBridge,81.1,71.26
HarborAveUpperNorthBridge,81.1,71.24
HarborAveUpperNorthBridge,81,71.23
HarborAveUpperNorthBridge,81,71.25
HarborAveUpperNorthBridge,81,71.25
HarborAveUpperNorthBridge,80.9,71.29
HarborAveUpperNorthBridge,80.9,71.3
HarborAveUpperNorthBridge,80.9,71.29
HarborAveUpperNorthBridge,75.09,65.63
HarborAveUpperNorthBridge,75.06,65.58
HarborAveUpperNorthBridge,75.02,65.52
HarborAveUpperNorthBridge,75,65.45
HarborAveUpperNorthBridge,74.98,65.41
HarborAveUpperNorthBridge,74.95,65.39
HarborAveUpperNorthBridge,74.93,65.39
HarborAveUpperNorthBridge,74.9,65.41
HarborAveUpperNorthBridge,74.89,65.44
HarborAveUpperNorthBridge,74.85,65.46
HarborAveUpperNorthBridge,74.84,65.5
HarborAveUpperNorthBridge,74.8,65.56
HarborAveUpperNorthBridge,74.79,65.61
HarborAveUpperNorthBridge,74.76,65.67
HarborAveUpperNorthBridge,74.74,65.75
HarborAveUpperNorthBridge,90.8,75.28
HarborAveUpperNorthBridge,90.8,75.33
HarborAveUpperNorthBridge,91,75.4
HarborAveUpperNorthBridge,91.1,75.5
HarborAveUpperNorthBridge,91.2,75.27
RooseveltWay_NE80thSt,97.2,97.2
RooseveltWay_NE80thSt,97.3,97.3
RooseveltWay_NE80thSt,97.5,97.5
RooseveltWay_NE80thSt,97.6,97.6
RooseveltWay_NE80thSt,97.8,97.8
RooseveltWay_NE80thSt,98,98
RooseveltWay_NE80thSt,98.1,98.1
RooseveltWay_NE80thSt,98.3,98.3
RooseveltWay_NE80thSt,98.5,98.5
RooseveltWay_NE80thSt,98.6,98.6
RooseveltWay_NE80thSt,98.8,98.8
RooseveltWay_NE80thSt,98.9,98.9
RooseveltWay_NE80thSt,99.1,99.1
RooseveltWay_NE80thSt,99.2,99.2
RooseveltWay_NE80thSt,99.4,99.4
SpokaneSwingBridge,89.9,75.69
SpokaneSwingBridge,90,75.67
SpokaneSwingBridge,90.1,75.71
SpokaneSwingBridge,90.2,75.92
SpokaneSwingBridge,90.3,75.98
SpokaneSwingBridge,90.3,76.02
SpokaneSwingBridge,90.4,75.77
SpokaneSwingBridge,90.5,75.4
SpokaneSwingBridge,90.6,75.12
SpokaneSwingBridge,90.7,75.16
SpokaneSwingBridge,90.8,75.28
SpokaneSwingBridge,90.8,75.33
SpokaneSwingBridge,91,75.4
SpokaneSwingBridge,91.1,75.5
SpokaneSwingBridge,91.2,75.27
MagnoliaBridge,91.8,76.11
MagnoliaBridge,91.8,76.27
AlbroPlaceAirportWay,90.3,72.39
AlbroPlaceAirportWay,90.3,72.35
AlbroPlaceAirportWay,90.3,72.3
AlbroPlaceAirportWay,90.2,72.3
AlbroPlaceAirportWay,90.2,72.29
AlbroPlaceAirportWay,90.2,72.23
AlbroPlaceAirportWay,90.2,72.16
AlbroPlaceAirportWay,90.2,72.12
AlbroPlaceAirportWay,90.1,72.09
AlbroPlaceAirportWay,90.1,72.13
AlbroPlaceAirportWay,90.1,72.16
AlbroPlaceAirportWay,90.1,72.18
AlbroPlaceAirportWay,90.1,72.19
AlbroPlaceAirportWay,90.1,72.19
AlbroPlaceAirportWay,90.1,72.12
HarborAveUpperNorthBridge,81.9,71.26
HarborAveUpperNorthBridge,81.9,71.29
HarborAveUpperNorthBridge,81.9,71.24
HarborAveUpperNorthBridge,81.8,71.18
HarborAveUpperNorthBridge,81.8,71.12
HarborAveUpperNorthBridge,81.8,71.04
HarborAveUpperNorthBridge,81.7,71
HarborAveUpperNorthBridge,81.7,71
HarborAveUpperNorthBridge,81.7,71.01
HarborAveUpperNorthBridge,81.6,71.05
HarborAveUpperNorthBridge,81.6,71.09
HarborAveUpperNorthBridge,81.6,71.13
HarborAveUpperNorthBridge,81.5,71.17
HarborAveUpperNorthBridge,81.5,71.21
HarborAveUpperNorthBridge,81.5,71.22
RooseveltWay_NE80thSt,78.68,78.68
RooseveltWay_NE80thSt,78.66,78.66
RooseveltWay_NE80thSt,78.65,78.65
RooseveltWay_NE80thSt,78.63,78.63
RooseveltWay_NE80thSt,78.62,78.62
RooseveltWay_NE80thSt,78.61,78.61
RooseveltWay_NE80thSt,78.61,78.61
RooseveltWay_NE80thSt,78.6,78.6
RooseveltWay_NE80thSt,78.57,78.57
RooseveltWay_NE80thSt,78.55,78.55
RooseveltWay_NE80thSt,78.55,78.55
RooseveltWay_NE80thSt,78.53,78.53
RooseveltWay_NE80thSt,78.53,78.53
RooseveltWay_NE80thSt,78.51,78.51
RooseveltWay_NE80thSt,78.5,78.5
SpokaneSwingBridge,81.9,71.26
SpokaneSwingBridge,81.9,71.29
SpokaneSwingBridge,81.9,71.24
SpokaneSwingBridge,81.8,71.18
SpokaneSwingBridge,81.8,71.12
SpokaneSwingBridge,81.8,71.04
SpokaneSwingBridge,81.7,71
SpokaneSwingBridge,81.7,71
SpokaneSwingBridge,81.7,71.01
SpokaneSwingBridge,81.6,71.05
SpokaneSwingBridge,81.6,71.09
SpokaneSwingBridge,81.6,71.13
SpokaneSwingBridge,81.5,71.17
SpokaneSwingBridge,81.5,71.21
SpokaneSwingBridge,81.5,71.22
MagnoliaBridge,79.82,70.76
MagnoliaBridge,79.81,70.8
MagnoliaBridge,79.81,70.81
MagnoliaBridge,79.81,70.84
MagnoliaBridge,79.79,70.85
MagnoliaBridge,79.76,70.87
MagnoliaBridge,79.76,70.89
MagnoliaBridge,79.76,70.94
MagnoliaBridge,79.75,70.96
MagnoliaBridge,79.72,70.97
MagnoliaBridge,79.71,70.95
MagnoliaBridge,79.7,70.92
MagnoliaBridge,79.67,70.88
MagnoliaBridge,79.66,70.85
MagnoliaBridge,79.66,70.8
AlbroPlaceAirportWay,89.6,71.2
AlbroPlaceAirportWay,89.6,71.09
AlbroPlaceAirportWay,89.5,71.04
AlbroPlaceAirportWay,89.5,71.07
AlbroPlaceAirportWay,89.5,71.03
AlbroPlaceAirportWay,89.5,70.95
AlbroPlaceAirportWay,89.5,70.86
AlbroPlaceAirportWay,89.5,70.8
AlbroPlaceAirportWay,89.5,70.74
AlbroPlaceAirportWay,89.4,70.68
AlbroPlaceAirportWay,89.4,70.64
AlbroPlaceAirportWay,89.4,70.62
AlbroPlaceAirportWay,89.4,70.59
AlbroPlaceAirportWay,89.4,70.53
AlbroPlaceAirportWay,89.3,70.44
HarborAveUpperNorthBridge,80.7,70.97
HarborAveUpperNorthBridge,80.7,70.91
HarborAveUpperNorthBridge,80.6,70.88
HarborAveUpperNorthBridge,80.6,70.77
HarborAveUpperNorthBridge,80.6,70.68
HarborAveUpperNorthBridge,80.5,70.61
HarborAveUpperNorthBridge,80.5,70.62
HarborAveUpperNorthBridge,80.5,70.54
HarborAveUpperNorthBridge,80.4,70.43
AlbroPlaceAirportWay,90.1,72.16
AlbroPlaceAirportWay,90.1,72.18
AlbroPlaceAirportWay,90.1,72.19
AlbroPlaceAirportWay,90.1,72.19
AlbroPlaceAirportWay,90.1,72.12
AlbroPlaceAirportWay,90,72.09
AlbroPlaceAirportWay,90,72.09
AlbroPlaceAirportWay,90,72.11
AlbroPlaceAirportWay,90,72.14
AlbroPlaceAirportWay,89.9,72.09
AlbroPlaceAirportWay,89.9,72.04
AlbroPlaceAirportWay,89.9,72.03
AlbroPlaceAirportWay,89.9,71.99
AlbroPlaceAirportWay,89.9,71.99
AlbroPlaceAirportWay,89.9,71.99
HarborAveUpperNorthBridge,81.6,71.09
HarborAveUpperNorthBridge,81.6,71.13
HarborAveUpperNorthBridge,81.5,71.17
HarborAveUpperNorthBridge,81.5,71.21
HarborAveUpperNorthBridge,81.5,71.22
HarborAveUpperNorthBridge,81.5,71.25
HarborAveUpperNorthBridge,81.4,71.24
HarborAveUpperNorthBridge,81.4,71.21
HarborAveUpperNorthBridge,81.4,71.2
HarborAveUpperNorthBridge,81.3,71.22
HarborAveUpperNorthBridge,81.3,71.24
HarborAveUpperNorthBridge,81.3,71.25
HarborAveUpperNorthBridge,81.2,71.27
HarborAveUpperNorthBridge,81.2,71.3
HarborAveUpperNorthBridge,81.2,71.3
RooseveltWay_NE80thSt,74.77,74.77
RooseveltWay_NE80thSt,74.76,74.76
RooseveltWay_NE80thSt,74.76,74.76
RooseveltWay_NE80thSt,74.75,74.75
RooseveltWay_NE80thSt,74.74,74.74
RooseveltWay_NE80thSt,74.72,74.72
RooseveltWay_NE80thSt,74.71,74.71
RooseveltWay_NE80thSt,74.71,74.71
RooseveltWay_NE80thSt,74.71,74.71
RooseveltWay_NE80thSt,74.69,74.69
RooseveltWay_NE80thSt,74.67,74.67
RooseveltWay_NE80thSt,74.66,74.66
RooseveltWay_NE80thSt,74.65,74.65
RooseveltWay_NE80thSt,74.64,74.64
RooseveltWay_NE80thSt,74.63,74.63
MagnoliaBridge,74.39,64.21
MagnoliaBridge,74.37,64.31
MagnoliaBridge,74.34,64.41
MagnoliaBridge,74.34,64.45
MagnoliaBridge,74.34,64.46
MagnoliaBridge,74.31,64.5
MagnoliaBridge,74.29,64.53
MagnoliaBridge,74.29,64.51
MagnoliaBridge,74.29,64.5
MagnoliaBridge,74.29,64.51
MagnoliaBridge,74.29,64.28
MagnoliaBridge,74.26,63.93
MagnoliaBridge,74.25,63.59
MagnoliaBridge,74.24,63.31
MagnoliaBridge,74.23,63.17
HarborAveUpperNorthBridge,74.53,65.68
HarborAveUpperNorthBridge,74.51,65.62
HarborAveUpperNorthBridge,74.48,65.55
HarborAveUpperNorthBridge,74.47,65.48
HarborAveUpperNorthBridge,74.43,65.43
HarborAveUpperNorthBridge,74.42,65.41
HarborAveUpperNorthBridge,74.38,65.42
HarborAveUpperNorthBridge,74.37,65.4
HarborAveUpperNorthBridge,74.34,65.41
HarborAveUpperNorthBridge,74.33,65.43
HarborAveUpperNorthBridge,74.3,65.44
HarborAveUpperNorthBridge,74.28,65.45
HarborAveUpperNorthBridge,74.26,65.43
HarborAveUpperNorthBridge,74.23,65.36
HarborAveUpperNorthBridge,74.22,65.29
AlbroPlaceAirportWay,86.2,66.52
AlbroPlaceAirportWay,86.2,66.5
AlbroPlaceAirportWay,86.1,66.52
AlbroPlaceAirportWay,86.1,66.53
AlbroPlaceAirportWay,86.1,66.56
AlbroPlaceAirportWay,86.1,66.53
AlbroPlaceAirportWay,86.1,66.57
AlbroPlaceAirportWay,86.1,66.62
AlbroPlaceAirportWay,86.1,66.62
AlbroPlaceAirportWay,86,66.62
AlbroPlaceAirportWay,86,66.64
AlbroPlaceAirportWay,86,66.68
AlbroPlaceAirportWay,86,66.71
AlbroPlaceAirportWay,86,66.76
AlbroPlaceAirportWay,85.9,66.76
RooseveltWay_NE80thSt,74.67,74.67
RooseveltWay_NE80thSt,74.66,74.66
RooseveltWay_NE80thSt,74.65,74.65
RooseveltWay_NE80thSt,74.64,74.64
RooseveltWay_NE80thSt,74.63,74.63
RooseveltWay_NE80thSt,74.61,74.61
RooseveltWay_NE80thSt,74.6,74.6
RooseveltWay_NE80thSt,74.6,74.6
AlbroPlaceAirportWay,88.5,69.72
AlbroPlaceAirportWay,88.5,69.76
AlbroPlaceAirportWay,88.5,69.73
AlbroPlaceAirportWay,88.5,69.7
AlbroPlaceAirportWay,88.5,69.71
AlbroPlaceAirportWay,88.5,69.67
AlbroPlaceAirportWay,88.5,69.66
AlbroPlaceAirportWay,88.4,69.66
AlbroPlaceAirportWay,88.4,69.62
AlbroPlaceAirportWay,88.4,69.54
AlbroPlaceAirportWay,88.4,69.48
AlbroPlaceAirportWay,88.4,69.47
AlbroPlaceAirportWay,88.4,69.44
AlbroPlaceAirportWay,88.3,69.4
AlbroPlaceAirportWay,88.3,69.36
HarborAveUpperNorthBridge,78.49,67.91
HarborAveUpperNorthBridge,78.44,67.92
HarborAveUpperNorthBridge,78.41,67.95
HarborAveUpperNorthBridge,78.38,67.96
HarborAveUpperNorthBridge,78.33,67.96
HarborAveUpperNorthBridge,78.3,67.96
HarborAveUpperNorthBridge,78.27,67.96
HarborAveUpperNorthBridge,78.23,67.97
HarborAveUpperNorthBridge,78.21,68.01
HarborAveUpperNorthBridge,78.16,68.06
HarborAveUpperNorthBridge,78.14,68.06
HarborAveUpperNorthBridge,78.1,68.02
HarborAveUpperNorthBridge,78.06,67.96
HarborAveUpperNorthBridge,78.04,67.93
HarborAveUpperNorthBridge,78,67.87
RooseveltWay_NE80thSt,76.87,76.87
RooseveltWay_NE80thSt,76.86,76.86
RooseveltWay_NE80thSt,76.86,76.86
RooseveltWay_NE80thSt,76.82,76.82
RooseveltWay_NE80thSt,76.81,76.81
RooseveltWay_NE80thSt,76.78,76.78
RooseveltWay_NE80thSt,76.76,76.76
RooseveltWay_NE80thSt,76.76,76.76
RooseveltWay_NE80thSt,76.74,76.74
RooseveltWay_NE80thSt,76.71,76.71
RooseveltWay_NE80thSt,76.7,76.7
RooseveltWay_NE80thSt,76.68,76.68
RooseveltWay_NE80thSt,76.65,76.65
RooseveltWay_NE80thSt,76.65,76.65
RooseveltWay_NE80thSt,76.64,76.64
JoseRizalBridgeNorth,-342.8,68.86
MagnoliaBridge,77.35,67.47
MagnoliaBridge,77.32,67.41
MagnoliaBridge,77.29,67.39
MagnoliaBridge,77.25,67.35
MagnoliaBridge,77.24,67.31
MagnoliaBridge,77.21,67.26
MagnoliaBridge,77.18,67.32
MagnoliaBridge,77.17,67.35
MagnoliaBridge,77.13,67.34
MagnoliaBridge,77.13,67.3
MagnoliaBridge,77.09,67.29
MagnoliaBridge,77.07,67.24
MagnoliaBridge,77.04,67.15
MagnoliaBridge,77.02,67.05
MagnoliaBridge,76.98,66.94
SpokaneSwingBridge,78.41,67.95
SpokaneSwingBridge,78.38,67.96
SpokaneSwingBridge,78.33,67.96
SpokaneSwingBridge,78.3,67.96
SpokaneSwingBridge,78.27,67.96
SpokaneSwingBridge,78.23,67.97
SpokaneSwingBridge,78.21,68.01
SpokaneSwingBridge,78.16,68.06
SpokaneSwingBridge,78.14,68.06
SpokaneSwingBridge,78.1,68.02
SpokaneSwingBridge,78.06,67.96
SpokaneSwingBridge,78.04,67.93
SpokaneSwingBridge,78,67.87
SpokaneSwingBridge,77.97,67.74
SpokaneSwingBridge,77.93,67.63
HarborAveUpperNorthBridge,85,73.73
HarborAveUpperNorthBridge,85,73.69
RooseveltWay_NE80thSt,79.65,79.65
RooseveltWay_NE80thSt,79.63,79.63
RooseveltWay_NE80thSt,79.61,79.61
RooseveltWay_NE80thSt,79.61,79.61
RooseveltWay_NE80thSt,79.59,79.59
RooseveltWay_NE80thSt,79.55,79.55
RooseveltWay_NE80thSt,79.54,79.54
RooseveltWay_NE80thSt,79.52,79.52
RooseveltWay_NE80thSt,79.5,79.5
RooseveltWay_NE80thSt,79.49,79.49
RooseveltWay_NE80thSt,79.47,79.47
RooseveltWay_NE80thSt,79.44,79.44
RooseveltWay_NE80thSt,79.42,79.42
RooseveltWay_NE80thSt,79.4,79.4
RooseveltWay_NE80thSt,79.39,79.39
HarborAveUpperNorthBridge,83.4,72.66
HarborAveUpperNorthBridge,83.3,72.57
HarborAveUpperNorthBridge,83.3,72.51
HarborAveUpperNorthBridge,83.3,72.48
HarborAveUpperNorthBridge,83.2,72.39
HarborAveUpperNorthBridge,83.2,72.33
SpokaneSwingBridge,86.5,75.16
SpokaneSwingBridge,86.4,75.13
SpokaneSwingBridge,86.4,75.11
SpokaneSwingBridge,86.3,75.13
SpokaneSwingBridge,86.3,75.12
SpokaneSwingBridge,86.2,75.12
SpokaneSwingBridge,86.2,75.11
SpokaneSwingBridge,86.2,75.08
SpokaneSwingBridge,86.1,75.02
SpokaneSwingBridge,86.1,74.94
SpokaneSwingBridge,86.1,74.85
SpokaneSwingBridge,86,74.8
SpokaneSwingBridge,86,74.76
SpokaneSwingBridge,85.9,74.77
SpokaneSwingBridge,85.9,74.78
MagnoliaBridge,83.4,74.93
MagnoliaBridge,83.4,74.91
MagnoliaBridge,83.3,74.88
MagnoliaBridge,83.3,74.85
MagnoliaBridge,83.3,74.82
MagnoliaBridge,83.3,74.76
MagnoliaBridge,83.2,74.71
MagnoliaBridge,83.2,74.65
MagnoliaBridge,83.1,74.63
MagnoliaBridge,83.1,74.62
MagnoliaBridge,83.1,74.59
MagnoliaBridge,83.1,74.58
MagnoliaBridge,83,74.57
MagnoliaBridge,83,74.57
MagnoliaBridge,83,74.57
HarborAveUpperNorthBridge,86.4,75.11
HarborAveUpperNorthBridge,86.3,75.13
HarborAveUpperNorthBridge,86.3,75.12
HarborAveUpperNorthBridge,86.2,75.12
HarborAveUpperNorthBridge,86.2,75.11
HarborAveUpperNorthBridge,86.2,75.08
HarborAveUpperNorthBridge,86.1,75.02
HarborAveUpperNorthBridge,86.1,74.94
HarborAveUpperNorthBridge,86.1,74.85
HarborAveUpperNorthBridge,86,74.8
HarborAveUpperNorthBridge,86,74.76
HarborAveUpperNorthBridge,85.9,74.77
HarborAveUpperNorthBridge,85.9,74.78
HarborAveUpperNorthBridge,85.9,74.81
HarborAveUpperNorthBridge,85.8,74.85
AlbroPlaceAirportWay,91.9,75.6
AlbroPlaceAirportWay,91.9,75.69
AlbroPlaceAirportWay,91.9,75.79
AlbroPlaceAirportWay,91.9,75.83
AlbroPlaceAirportWay,91.9,75.77
AlbroPlaceAirportWay,91.9,75.72
AlbroPlaceAirportWay,91.8,75.73
AlbroPlaceAirportWay,91.8,75.72
AlbroPlaceAirportWay,91.8,75.7
AlbroPlaceAirportWay,91.8,75.6
AlbroPlaceAirportWay,91.8,75.52
AlbroPlaceAirportWay,91.7,75.39
AlbroPlaceAirportWay,91.7,75.31
AlbroPlaceAirportWay,91.7,75.23
AlbroPlaceAirportWay,91.7,75.1
HarborAveUpperNorthBridge,80.4,70.33
MagnoliaBridge,99.6,85
MagnoliaBridge,99.6,84.9
MagnoliaBridge,99.5,85
MagnoliaBridge,99.5,84.8
MagnoliaBridge,99.4,84.5
SpokaneSwingBridge,100.9,82.3
SpokaneSwingBridge,100.9,82.3
SpokaneSwingBridge,100.9,82.3
SpokaneSwingBridge,100.9,82.4
SpokaneSwingBridge,100.8,82.3
SpokaneSwingBridge,100.8,82.2
SpokaneSwingBridge,100.8,82
SpokaneSwingBridge,100.7,81.9
SpokaneSwingBridge,100.7,81.9
SpokaneSwingBridge,100.7,82
SpokaneSwingBridge,100.6,82
SpokaneSwingBridge,100.6,82.1
SpokaneSwingBridge,100.5,82.2
SpokaneSwingBridge,100.5,82.2
SpokaneSwingBridge,100.4,82.1
RooseveltWay_NE80thSt,88.1,88.1
RooseveltWay_NE80thSt,88,88
RooseveltWay_NE80thSt,88,88
RooseveltWay_NE80thSt,88,88
RooseveltWay_NE80thSt,87.9,87.9
RooseveltWay_NE80thSt,87.9,87.9
RooseveltWay_NE80thSt,87.9,87.9
RooseveltWay_NE80thSt,87.9,87.9
RooseveltWay_NE80thSt,87.8,87.8
RooseveltWay_NE80thSt,87.8,87.8
RooseveltWay_NE80thSt,87.8,87.8
RooseveltWay_NE80thSt,87.8,87.8
RooseveltWay_NE80thSt,87.8,87.8
RooseveltWay_NE80thSt,87.7,87.7
RooseveltWay_NE80thSt,87.7,87.7
HarborAveUpperNorthBridge,100.9,82.3
HarborAveUpperNorthBridge,100.9,82.3
HarborAveUpperNorthBridge,100.9,82.3
HarborAveUpperNorthBridge,100.9,82.4
SpokaneSwingBridge,101.7,84.3
SpokaneSwingBridge,101.6,84.2
SpokaneSwingBridge,101.5,84.2
SpokaneSwingBridge,101.4,84.2
SpokaneSwingBridge,101.3,84.2
SpokaneSwingBridge,101.2,84.2
SpokaneSwingBridge,101.1,84.2
SpokaneSwingBridge,101,84.2
SpokaneSwingBridge,100.9,84.1
SpokaneSwingBridge,100.8,84.1
SpokaneSwingBridge,100.7,84.2
SpokaneSwingBridge,100.6,84.2
SpokaneSwingBridge,100.5,84.1
SpokaneSwingBridge,100.4,84
SpokaneSwingBridge,100.3,84
RooseveltWay_NE80thSt,88.5,88.5
RooseveltWay_NE80thSt,88.4,88.4
RooseveltWay_NE80thSt,88.4,88.4
RooseveltWay_NE80thSt,88.4,88.4
RooseveltWay_NE80thSt,88.3,88.3
RooseveltWay_NE80thSt,88.3,88.3
RooseveltWay_NE80thSt,88.3,88.3
RooseveltWay_NE80thSt,88.2,88.2
RooseveltWay_NE80thSt,88.2,88.2
RooseveltWay_NE80thSt,88.1,88.1
RooseveltWay_NE80thSt,88.1,88.1
RooseveltWay_NE80thSt,88.1,88.1
RooseveltWay_NE80thSt,88.1,88.1
RooseveltWay_NE80thSt,88,88
RooseveltWay_NE80thSt,88,88
MagnoliaBridge,99.8,85.7
MagnoliaBridge,99.6,85.7
MagnoliaBridge,99.5,85.5
MagnoliaBridge,99.4,85.5
MagnoliaBridge,99.4,85.6
MagnoliaBridge,99.3,85.7
MagnoliaBridge,99.3,85.9
MagnoliaBridge,99.2,86
MagnoliaBridge,99.2,86
MagnoliaBridge,99.1,86.1
MagnoliaBridge,99.1,86
MagnoliaBridge,99,85.9
MagnoliaBridge,98.9,85.8
MagnoliaBridge,98.8,85.8
MagnoliaBridge,98.7,85.6
HarborAveUpperNorthBridge,101.5,84.2
HarborAveUpperNorthBridge,101.4,84.2
HarborAveUpperNorthBridge,101.3,84.2
HarborAveUpperNorthBridge,101.2,84.2
HarborAveUpperNorthBridge,101.1,84.2
HarborAveUpperNorthBridge,101,84.2
HarborAveUpperNorthBridge,100.9,84.1
HarborAveUpperNorthBridge,100.8,84.1
HarborAveUpperNorthBridge,100.7,84.2
HarborAveUpperNorthBridge,100.6,84.2
HarborAveUpperNorthBridge,100.5,84.1
HarborAveUpperNorthBridge,100.4,84
HarborAveUpperNorthBridge,100.3,84
HarborAveUpperNorthBridge,100.2,83.9
HarborAveUpperNorthBridge,100.1,83.9
AlbroPlaceAirportWay,83.2,77.81
AlbroPlaceAirportWay,83.2,78.31
AlbroPlaceAirportWay,83.2,78.1
AlbroPlaceAirportWay,83.3,77.82
AlbroPlaceAirportWay,83.3,77.8
AlbroPlaceAirportWay,83.3,77.57
AlbroPlaceAirportWay,83.3,78.07
AlbroPlaceAirportWay,83.4,78.59
AlbroPlaceAirportWay,83.4,78.9
AlbroPlaceAirportWay,83.4,79.08
AlbroPlaceAirportWay,83.4,79.42
AlbroPlaceAirportWay,83.5,79.32
AlbroPlaceAirportWay,83.5,78.98
AlbroPlaceAirportWay,83.5,78.65
AlbroPlaceAirportWay,83.5,78.13
